A list of all the names already used for the levels.
Please choose different names.
=====================================================

             Name                 Collection    Num.
Adeste Fidelis                  Beginner-II     0384
adoucies                        Challenge-III   1979
Adrenaline.                     Challenge-IV    1393
Advanced Carpet                 Special-I       0277
Advanced Cleaner                Beginner-I      0993
Advanced Double-Slider!         Challenge-I     1602
Advanced Mirrors                Challenge-I     0615
advanced planning               Challenge-III   0437
Advanced River Crossing         Sokoban-I       0257
Advanced teaching               Challenge-V     0380
Advanced Teaching 2             Challenge-V     0399
Adventure 2001                  Challenge-I     1149
Adventure in Anti-tank City     Challenge-III   1494
Adventure with joy              Challenge-II    0081
Adventures In Bricktown         Challenge-I     0845
Adventures In Bricktown II      Challenge-I     1041
Adventures In Crystalland       Challenge-I     1021
Adventures In Crystalland II    Challenge-I     1040
Adventures In Funland           Challenge-I     1037
Adventures In Funland II        Challenge-I     1054
Adventures In Iceland           Challenge-I     1020
Adventures In Laserland         Challenge-I     1036
Adventures In Magicland         Challenge-I     1035
Adventures In Magicland II      Challenge-I     1058
Adventures In Mirrorland        Challenge-I     0847
Adventures In Mirrorland II     Challenge-I     1059
Adventures In Mysteryland       Challenge-I     1034
Adventures In Sokobanland       Sokoban-I       0142
Adventures In Tankland          Challenge-I     0846
Adventures In Tunnelland        Challenge-I     1019
Adventures In Waterland         Challenge-I     0844
Adventures In Wonderland        Challenge-I     1033
Aecselirma                      Beginner-II     1126
Aegäisstrände                   Challenge-IV    0578
AEIOU                           Beginner-II     1097
Aermelkanalfährhäfen            Challenge-IV    0579
Aero Music                      Sokoban-I       1593
Afghanistan                     Beginner-I      0711
Africa - In the waterhole       LaserTank       1086
Africa - sahara desert          LaserTank       1085
African journey                 Sokoban-I       0116
Africatour - Algeria            Challenge-I     1024
Africatour - Egypt              Challenge-I     1026
Africatour - Eritrea            Challenge-I     1027
Africatour - Kenya              Challenge-I     1031
Africatour - Libya              Challenge-I     1025
Africatour - Mali               Challenge-I     1029
Africatour - Nigeria            Challenge-I     1030
Africatour - Sudan              Challenge-I     1028
Africatour - Tanzania           Challenge-I     1032
Africatour - Tunisia            Challenge-I     1023
After The Shock                 Sokoban-I       0405
AGAIN                           LaserTank       1463
again 2                         Beginner-I      0025
again 2 blocks                  Challenge-V     0229
Again and again                 Challenge-II    0170
Against                         Challenge-II    1480
Against 24 anti-tanks           Challenge-II    0486
Against a southeast wind        Challenge-II    1467
Against all odds                Challenge-II    1173
Against the Current             Challenge-IV    0701
Against the gravitation         Challenge-II    1388
Agent X-9                       LaserTank       1750
Ages 0 To Adult                 Beginner-II     1194
AGH!!! MIRRORS.                 Challenge-I     0080
Agioteur                        Sokoban-I       1548
agnostique                      Sokoban-I       1598
Agorà                           Challenge-I     0696
Agua y cajas                    Challenge-II    1045
AGUIA                           Challenge-I     0233
Ah Mr Bond!                     Beginner-I      1821
Ah! there's ma wee flag!        Beginner-I      0529
Ahoy                            Beginner-I      1383
Aigre-doux                      Challenge-III   1198
Ain.                            Challenge-III   1530
Ain't it gettin' easyer?        Beginner-I      1441
Ain't This Cool !               Challenge-I     1613
Air Craft/Force Ship            Challenge-III   0630
Air Crash                       LaserTank       1237
Air-duct Advantage              Challenge-IV    1800
Air-duct Advantage Again        Challenge-IV    1801
Aisle Tour                      LaserTank       0968
Aisne.                          Challenge-III   1531
AJ                              Challenge-I     0644
Ajgouna                         Special-I       0500
Al borde de la muerte           Challenge-II    1655
Al vuelo                        Challenge-IV    1228
ala la la latok                 Challenge-II    0366
Alalcomenaeus                   Sokoban-I       1747
Alasca                          Challenge-III   0100
Alaska: Prision                 Beginner-I      1890
Alcatras                        Challenge-III   0103
Alcatraz                        Challenge-I     0887
alcatraz II                     Challenge-I     1899
Alcatraz III                    Challenge-II    1785
Alcatraz Island                 Challenge-IV    1536
Alcatraz Island II              Challenge-IV    1537
Alcatraz IV                     Challenge-IV    0220
Alcazar                         Challenge-II    1786
Alea Iacta Est!                 Challenge-II    0146
ALEX                            Challenge-II    1885
Alex3                           Beginner-I      1538
Alexis 1                        Challenge-II    1998
Alfresco.                       Challenge-III   1087
Alga Sump                       Special-I       0494
Alhambra                        Challenge-II    1787
Aliados                         Challenge-III   1492
Alice in Wonderland             Challenge-II    0109
Alice in Wu-Land                Challenge-II    1994
Alien Scum Sokoban              Sokoban-I       1036
Alien Smirk                     Challenge-III   1236
Alignment                       Challenge-IV    1364
Aliquote                        Challenge-III   1199
Al'Kair Dar's Chal-I #1415      Sokoban-II      0311
All Alone                       Challenge-III   1583
All around the ice              Sokoban-I       1087
All Blocked Up                  Challenge-III   1634
All blured                      Beginner-I      1299
All Bricked Up                  Challenge-I     1996
All good things                 Challenge-II    1804
All ice                         Challenge-III   0105
All in one whole                LaserTank       1855
All Mixed Up!                   Beginner-II     0636
All that glitters...            Challenge-I     1303
All the Kings horses            Challenge-II    1010
All the Kings men               Challenge-II    1022
